"filename", "language", "JSON with Comments", "JSON", "TypeScript", "HTML", "Markdown", "JavaScript", "YAML", "Docker", "CSS", "XML", "comment", "blank", "total"
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\dtos\products\update-category.dto.ts.html", "HTML", 0, 0, 0, 190, 0, 0, 0, 0, 0, 0, 0, 15, 205
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\dtos\products\update-product.dto.ts.html", "HTML", 0, 0, 0, 235, 0, 0, 0, 0, 0, 0, 0, 15, 250
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\dtos\sales\create-sale.dto.ts.html", "HTML", 0, 0, 0, 263, 0, 0, 0, 0, 0, 0, 0, 17, 280
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\dtos\sales\index.html", "HTML", 0, 0, 0, 116, 0, 0, 0, 0, 0, 0, 0, 15, 131
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\dtos\sales\update-sale-status.dto.ts.html", "HTML", 0, 0, 0, 140, 0, 0, 0, 0, 0, 0, 0, 14, 154
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\dtos\shared\index.html", "HTML", 0, 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 14, 116
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\dtos\shared\pagination.dto.ts.html", "HTML", 0, 0, 0, 155, 0, 0, 0, 0, 0, 0, 0, 17, 172
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\entities\chatbot\chat-message.entity.ts.html", "HTML", 0, 0, 0, 149, 0, 0, 0, 0, 0, 0, 0, 14, 163
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\entities\chatbot\index.html", "HTML", 0, 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 14, 116
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\entities\customers\citiy.ts.html", "HTML", 0, 0, 0, 98, 0, 0, 0, 0, 0, 0, 0, 14, 112
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\entities\customers\customer.ts.html", "HTML", 0, 0, 0, 110, 0, 0, 0, 0, 0, 0, 0, 14, 124
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\entities\customers\index.html", "HTML", 0, 0, 0, 130, 0, 0, 0, 0, 0, 0, 0, 16, 146
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\entities\customers\neighborhood.ts.html", "HTML", 0, 0, 0, 107, 0, 0, 0, 0, 0, 0, 0, 14, 121
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\entities\index.html", "HTML", 0, 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 14, 116
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\entities\payment\index.html", "HTML", 0, 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 14, 116
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\entities\payment\payment.entity.ts.html", "HTML", 0, 0, 0, 188, 0, 0, 0, 0, 0, 0, 0, 14, 202
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\entities\products\category.entity.ts.html", "HTML", 0, 0, 0, 95, 0, 0, 0, 0, 0, 0, 0, 14, 109
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\entities\products\index.html", "HTML", 0, 0, 0, 130, 0, 0, 0, 0, 0, 0, 0, 16, 146
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\entities\products\product.entity.ts.html", "HTML", 0, 0, 0, 119, 0, 0, 0, 0, 0, 0, 0, 14, 133
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\entities\products\unit.entity.ts.html", "HTML", 0, 0, 0, 98, 0, 0, 0, 0, 0, 0, 0, 14, 112
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\entities\sales\index.html", "HTML", 0, 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 14, 116
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\entities\sales\sale.entity.ts.html", "HTML", 0, 0, 0, 149, 0, 0, 0, 0, 0, 0, 0, 14, 163
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\entities\user.entity.ts.html", "HTML", 0, 0, 0, 118, 0, 0, 0, 0, 0, 0, 0, 15, 133
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\errors\custom.error.ts.html", "HTML", 0, 0, 0, 172, 0, 0, 0, 0, 0, 0, 0, 15, 187
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\errors\index.html", "HTML", 0, 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 14, 116
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\interfaces\payment\index.html", "HTML", 0, 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 14, 116
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\interfaces\payment\mercado-pago.interface.ts.html", "HTML", 0, 0, 0, 546, 0, 0, 0, 0, 0, 0, 0, 22, 568
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\use-cases\auth\index.html", "HTML", 0, 0, 0, 116, 0, 0, 0, 0, 0, 0, 0, 15, 131
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\use-cases\auth\login-user.use-case.ts.html", "HTML", 0, 0, 0, 306, 0, 0, 0, 0, 0, 0, 0, 22, 328
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\use-cases\auth\register-user.use-case.ts.html", "HTML", 0, 0, 0, 300, 0, 0, 0, 0, 0, 0, 0, 19, 319
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\use-cases\chatbot\generate-embeddings.use-case.ts.html", "HTML", 0, 0, 0, 131, 0, 0, 0, 0, 0, 0, 0, 14, 145
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\use-cases\chatbot\index.html", "HTML", 0, 0, 0, 116, 0, 0, 0, 0, 0, 0, 0, 15, 131
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\use-cases\chatbot\query-chatbot.use-case.ts.html", "HTML", 0, 0, 0, 245, 0, 0, 0, 0, 0, 0, 0, 14, 259
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\use-cases\customers\create-city.use-case.ts.html", "HTML", 0, 0, 0, 197, 0, 0, 0, 0, 0, 0, 0, 20, 217
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\use-cases\customers\create-customer.use-case.ts.html", "HTML", 0, 0, 0, 190, 0, 0, 0, 0, 0, 0, 0, 18, 208
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\use-cases\customers\create-neighborhood.use-case.ts.html", "HTML", 0, 0, 0, 215, 0, 0, 0, 0, 0, 0, 0, 20, 235
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\use-cases\customers\delete-city.use-case.ts.html", "HTML", 0, 0, 0, 172, 0, 0, 0, 0, 0, 0, 0, 15, 187
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\use-cases\customers\delete-customer.use-case.ts.html", "HTML", 0, 0, 0, 172, 0, 0, 0, 0, 0, 0, 0, 15, 187
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\use-cases\customers\delete-neighborhood.use-case.ts.html", "HTML", 0, 0, 0, 172, 0, 0, 0, 0, 0, 0, 0, 15, 187
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\use-cases\customers\find-city-by-name.use-case.ts.html", "HTML", 0, 0, 0, 178, 0, 0, 0, 0, 0, 0, 0, 15, 193
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\use-cases\customers\find-customers-by-neighborhood.use-case.ts.html", "HTML", 0, 0, 0, 186, 0, 0, 0, 0, 0, 0, 0, 16, 202
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\use-cases\customers\find-neighborhoods-by-city.use-case.ts.html", "HTML", 0, 0, 0, 186, 0, 0, 0, 0, 0, 0, 0, 16, 202
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\use-cases\customers\get-all-cities.use-case.ts.html", "HTML", 0, 0, 0, 176, 0, 0, 0, 0, 0, 0, 0, 14, 190
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\use-cases\customers\get-all-customers.use-case.ts.html", "HTML", 0, 0, 0, 176, 0, 0, 0, 0, 0, 0, 0, 14, 190
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\use-cases\customers\get-all-neighborhoods.use-case.ts.html", "HTML", 0, 0, 0, 176, 0, 0, 0, 0, 0, 0, 0, 14, 190
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\use-cases\customers\get-city-by-id..use-case.ts.html", "HTML", 0, 0, 0, 163, 0, 0, 0, 0, 0, 0, 0, 15, 178
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\use-cases\customers\get-customer-by-email.use-case.ts.html", "HTML", 0, 0, 0, 168, 0, 0, 0, 0, 0, 0, 0, 16, 184
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\use-cases\customers\get-customer-by-id.use-case.ts.html", "HTML", 0, 0, 0, 163, 0, 0, 0, 0, 0, 0, 0, 15, 178
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\use-cases\customers\get-neighborhood-by-id.use-case.ts.html", "HTML", 0, 0, 0, 163, 0, 0, 0, 0, 0, 0, 0, 15, 178
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\use-cases\customers\index.html", "HTML", 0, 0, 0, 354, 0, 0, 0, 0, 0, 0, 0, 32, 386
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\use-cases\customers\update-city.use-case.ts.html", "HTML", 0, 0, 0, 167, 0, 0, 0, 0, 0, 0, 0, 14, 181
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\use-cases\customers\update-customer.use-case.ts.html", "HTML", 0, 0, 0, 212, 0, 0, 0, 0, 0, 0, 0, 14, 226
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\use-cases\customers\update-neighborhood.use-case.ts.html", "HTML", 0, 0, 0, 188, 0, 0, 0, 0, 0, 0, 0, 14, 202
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\use-cases\payment\create-payment.use-case.ts.html", "HTML", 0, 0, 0, 329, 0, 0, 0, 0, 0, 0, 0, 14, 343
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\use-cases\payment\get-all-payments.use-case.ts.html", "HTML", 0, 0, 0, 140, 0, 0, 0, 0, 0, 0, 0, 14, 154
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\use-cases\payment\get-payment-by-sale.use-case.ts.html", "HTML", 0, 0, 0, 176, 0, 0, 0, 0, 0, 0, 0, 14, 190
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\use-cases\payment\get-payment.use-case.ts.html", "HTML", 0, 0, 0, 137, 0, 0, 0, 0, 0, 0, 0, 14, 151
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\use-cases\payment\index.html", "HTML", 0, 0, 0, 158, 0, 0, 0, 0, 0, 0, 0, 18, 176
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\use-cases\payment\verify-payment.use-case.ts.html", "HTML", 0, 0, 0, 302, 0, 0, 0, 0, 0, 0, 0, 14, 316
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\use-cases\product\create-category.use-case.ts.html", "HTML", 0, 0, 0, 224, 0, 0, 0, 0, 0, 0, 0, 14, 238
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\use-cases\product\create-product.use-case.ts.html", "HTML", 0, 0, 0, 217, 0, 0, 0, 0, 0, 0, 0, 21, 238
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\use-cases\product\create-unit.use-case.ts.html", "HTML", 0, 0, 0, 213, 0, 0, 0, 0, 0, 0, 0, 16, 229
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\use-cases\product\delete-category.use-case.ts.html", "HTML", 0, 0, 0, 181, 0, 0, 0, 0, 0, 0, 0, 15, 196
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\use-cases\product\delete-product.use-case.ts.html", "HTML", 0, 0, 0, 179, 0, 0, 0, 0, 0, 0, 0, 17, 196
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\use-cases\product\delete-unit.use-case.ts.html", "HTML", 0, 0, 0, 188, 0, 0, 0, 0, 0, 0, 0, 14, 202
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\use-cases\product\get-all-category.use-case.ts.html", "HTML", 0, 0, 0, 188, 0, 0, 0, 0, 0, 0, 0, 14, 202
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\use-cases\product\get-all-products.use-case.ts.html", "HTML", 0, 0, 0, 194, 0, 0, 0, 0, 0, 0, 0, 20, 214
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\use-cases\product\get-all-unit.use-case.ts.html", "HTML", 0, 0, 0, 188, 0, 0, 0, 0, 0, 0, 0, 14, 202
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\use-cases\product\get-category-by-id.use-case.ts.html", "HTML", 0, 0, 0, 163, 0, 0, 0, 0, 0, 0, 0, 15, 178
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\use-cases\product\get-product-by-category.use-case.ts.html", "HTML", 0, 0, 0, 213, 0, 0, 0, 0, 0, 0, 0, 19, 232
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\use-cases\product\get-unit-by-id.use-case.ts.html", "HTML", 0, 0, 0, 166, 0, 0, 0, 0, 0, 0, 0, 15, 181
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\use-cases\product\index.html", "HTML", 0, 0, 0, 284, 0, 0, 0, 0, 0, 0, 0, 27, 311
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\use-cases\product\update-category.use-case.ts.html", "HTML", 0, 0, 0, 175, 0, 0, 0, 0, 0, 0, 0, 15, 190
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\use-cases\product\update-product.use-case.ts.html", "HTML", 0, 0, 0, 187, 0, 0, 0, 0, 0, 0, 0, 18, 205
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\use-cases\product\update-unit.use-case.ts.html", "HTML", 0, 0, 0, 172, 0, 0, 0, 0, 0, 0, 0, 15, 187
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\use-cases\sales\create-sale.use-case.ts.html", "HTML", 0, 0, 0, 208, 0, 0, 0, 0, 0, 0, 0, 18, 226
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\use-cases\sales\find-sales-by-customer.use-case.ts.html", "HTML", 0, 0, 0, 186, 0, 0, 0, 0, 0, 0, 0, 16, 202
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\use-cases\sales\find-sales-by-date-range.use-case.ts.html", "HTML", 0, 0, 0, 186, 0, 0, 0, 0, 0, 0, 0, 16, 202
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\use-cases\sales\get-all-sales.use-case.ts.html", "HTML", 0, 0, 0, 176, 0, 0, 0, 0, 0, 0, 0, 14, 190
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\use-cases\sales\get-sale-by-id.use-case.ts.html", "HTML", 0, 0, 0, 163, 0, 0, 0, 0, 0, 0, 0, 15, 178
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\use-cases\sales\index.html", "HTML", 0, 0, 0, 172, 0, 0, 0, 0, 0, 0, 0, 19, 191
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\domain\use-cases\sales\update-sale-status.use-case.ts.html", "HTML", 0, 0, 0, 185, 0, 0, 0, 0, 0, 0, 0, 14, 199
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\index.html", "HTML", 0, 0, 0, 872, 0, 0, 0, 0, 0, 0, 0, 69, 941
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\infrastructure\adapters\index.html", "HTML", 0, 0, 0, 144, 0, 0, 0, 0, 0, 0, 0, 17, 161
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\infrastructure\adapters\langchain.adapter.ts.html", "HTML", 0, 0, 0, 571, 0, 0, 0, 0, 0, 0, 0, 36, 607
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\infrastructure\adapters\llm.adapter.ts.html", "HTML", 0, 0, 0, 433, 0, 0, 0, 0, 0, 0, 0, 18, 451
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\infrastructure\adapters\mercado-pago.adapter.ts.html", "HTML", 0, 0, 0, 564, 0, 0, 0, 0, 0, 0, 0, 25, 589
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\infrastructure\adapters\transformers.adapter.ts.html", "HTML", 0, 0, 0, 292, 0, 0, 0, 0, 0, 0, 0, 21, 313
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\infrastructure\datasources\auth.mongo.datasource.impl.ts.html", "HTML", 0, 0, 0, 335, 0, 0, 0, 0, 0, 0, 0, 17, 352
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\infrastructure\datasources\chatbot\chat.mongo.datasource.impl.ts.html", "HTML", 0, 0, 0, 1809, 0, 0, 0, 0, 0, 0, 0, 79, 1888
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\infrastructure\datasources\chatbot\index.html", "HTML", 0, 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 14, 116
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\infrastructure\datasources\customers\city.mongo.datasource.impl.ts.html", "HTML", 0, 0, 0, 409, 0, 0, 0, 0, 0, 0, 0, 30, 439
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\infrastructure\datasources\customers\customer.mongo.datasource.impl.ts.html", "HTML", 0, 0, 0, 599, 0, 0, 0, 0, 0, 0, 0, 38, 637
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\infrastructure\datasources\customers\index.html", "HTML", 0, 0, 0, 130, 0, 0, 0, 0, 0, 0, 0, 16, 146
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\infrastructure\datasources\customers\neighborhood.mongo.datasource.impl.ts.html", "HTML", 0, 0, 0, 520, 0, 0, 0, 0, 0, 0, 0, 39, 559
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\infrastructure\datasources\index.html", "HTML", 0, 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 14, 116
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\infrastructure\datasources\payment\index.html", "HTML", 0, 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 14, 116
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\infrastructure\datasources\payment\payment.mongo.datasource.impl.ts.html", "HTML", 0, 0, 0, 1908, 0, 0, 0, 0, 0, 0, 0, 73, 1981
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\infrastructure\datasources\products\category.mongo.datasource.impl.ts.html", "HTML", 0, 0, 0, 526, 0, 0, 0, 0, 0, 0, 0, 48, 574
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\infrastructure\datasources\products\index.html", "HTML", 0, 0, 0, 130, 0, 0, 0, 0, 0, 0, 0, 16, 146
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\infrastructure\datasources\products\product.mongo.datasource.impl.ts.html", "HTML", 0, 0, 0, 781, 0, 0, 0, 0, 0, 0, 0, 51, 832
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\infrastructure\datasources\products\unit.mongo.datasource.impl.ts.html", "HTML", 0, 0, 0, 562, 0, 0, 0, 0, 0, 0, 0, 33, 595
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\infrastructure\datasources\sales\index.html", "HTML", 0, 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 14, 116
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\infrastructure\datasources\sales\sale.mongo.datasource.impl.ts.html", "HTML", 0, 0, 0, 1248, 0, 0, 0, 0, 0, 0, 0, 76, 1324
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\infrastructure\mappers\customers\city.mapper.ts.html", "HTML", 0, 0, 0, 165, 0, 0, 0, 0, 0, 0, 0, 19, 184
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\infrastructure\mappers\customers\customer.mapper.ts.html", "HTML", 0, 0, 0, 237, 0, 0, 0, 0, 0, 0, 0, 22, 259
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\infrastructure\mappers\customers\index.html", "HTML", 0, 0, 0, 130, 0, 0, 0, 0, 0, 0, 0, 16, 146
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\infrastructure\mappers\customers\neighborhood.mapper.ts.html", "HTML", 0, 0, 0, 191, 0, 0, 0, 0, 0, 0, 0, 20, 211
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\infrastructure\mappers\index.html", "HTML", 0, 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 14, 116
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\infrastructure\mappers\payment\index.html", "HTML", 0, 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 14, 116
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\infrastructure\mappers\payment\payment.mapper.ts.html", "HTML", 0, 0, 0, 452, 0, 0, 0, 0, 0, 0, 0, 14, 466
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\infrastructure\mappers\products\category.mapper.ts.html", "HTML", 0, 0, 0, 146, 0, 0, 0, 0, 0, 0, 0, 20, 166
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\coverage\lcov-report\infrastructure\mappers\products\index.html", "HTML", 0, 0, 0, 130, 0, 0, 0, 0, 0, 0, 0, 16, 146
