"filename", "language", "TypeScript", "comment", "blank", "total"
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\tests\domain\dtos\products\create-product.dto.test.ts", "TypeScript", 167, 44, 35, 246
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\tests\domain\dtos\products\create-unit.dto.test.ts", "TypeScript", 96, 38, 29, 163
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\tests\domain\dtos\products\update-category.dto.test.ts", "TypeScript", 81, 36, 28, 145
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\tests\domain\dtos\products\update-product.dto.test.ts", "TypeScript", 101, 36, 28, 165
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\tests\domain\dtos\products\update-unit.dto.test.ts", "TypeScript", 83, 31, 23, 137
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\tests\domain\dtos\sales\create-sale.dto.test.ts", "TypeScript", 184, 55, 41, 280
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\tests\domain\dtos\sales\update-sale-status.dto.test.ts", "TypeScript", 79, 37, 25, 141
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\tests\domain\dtos\shared\pagination.dto.test.ts", "TypeScript", 49, 23, 16, 88
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\tests\domain\entities\customers\city.entity.test.ts", "TypeScript", 58, 29, 19, 106
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\tests\domain\entities\customers\customer.entity.test.ts", "TypeScript", 118, 21, 17, 156
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\tests\domain\entities\customers\neighborhood.entity.test.ts", "TypeScript", 118, 25, 20, 163
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\tests\domain\entities\payment\payment.entity.test.ts", "TypeScript", 326, 27, 30, 383
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\tests\domain\use-cases\auth\register-user.use-case.test.ts", "TypeScript", 78, 22, 19, 119
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\tests\domain\use-cases\customers\create-city.use-case.test.ts", "TypeScript", 99, 32, 28, 159
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\tests\domain\use-cases\customers\create-customer.use-case.test.ts", "TypeScript", 138, 30, 31, 199
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\tests\domain\use-cases\customers\create-neighborhood.use-case.test.ts", "TypeScript", 142, 37, 36, 215
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\tests\domain\use-cases\product\create-product.use-case.test.ts", "TypeScript", 103, 24, 21, 148
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\tests\integration\auth\auth-routes.test.ts", "TypeScript", 89, 20, 23, 132
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\tests\integration\products\product-routes.test.ts", "TypeScript", 281, 58, 61, 400
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\tests\presentation\auth\controller.auth.test.ts", "TypeScript", 123, 42, 38, 203
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\tests\presentation\products\controller.product.test.ts", "TypeScript", 246, 61, 55, 362
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\tests\utils\global-setup.ts", "TypeScript", 18, 4, 5, 27
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\tests\utils\global-teardown.ts", "TypeScript", 6, 2, 1, 9
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\tests\utils\setup.ts", "TypeScript", 27, 5, 10, 42
"c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\tests\utils\test-utils.ts", "TypeScript", 35, 4, 4, 43
"Total", "-", 3978, 1111, 984, 6073
